30234,834,772
30243,678,654
30244,678,654
30253,948,607
30254,1039,742
30255,1402,921
30273,794,696
30274,974,809
30275,1018,929
30283,783,565
30284,783,565
30285,1168,792
30303,513,618
30304,836,728
30313,590,568
30314,810,728
30315,883,726
30324,875,1020
30334,832,706
30343,1205,596
30344,1205,597
30345,1205,909
30353,1270,1104
30354,1270,1104
30355,1610,1332
30423,486,734
30424,892,770
30425,1278,1000
30432,553,700
40011,702,490
40012,768,524
40013,816,548
40014,1000,690
40015,1006,812
40021,530,562
40022,530,588
40023,588,652
40024,820,806
40030,300,240
40031,612,434
40040,414,576
40041,514,576
40042,580,551
40050,900,598
40051,972,758
40052,1011,854
40061,478,694
40062,530,734
40063,690,910
40071,660,554
40072,582,554
40073,1249,1166
40081,738,800
40082,942,814
40083,743,780
40092,816,668
40093,982,570
40094,1024,846
40102,788,582
40103,788,520
40104,960,753
40112,668,540
40113,780,580
40114,930,748
40115,1024,945
40122,686,526
40123,718,614
40124,958,784
40125,1306,1028
40130,422,462
40131,530,450
40132,432,480
40133,818,656
40141,661,696
40142,661,696
40143,661,696
40144,765,746
40152,679,820
40153,679,820
40154,679,820
40155,750,936
40162,778,566
40163,778,566
40164,778,566
40165,1404,1152
40171,571,624
40172,571,624
40181,511,451
40182,511,451
40191,554,406
40202,350,650
40203,368,654
40204,472,758
40212,1082,588
40213,1082,588
40214,1082,588
40215,1236,838
40222,705,596
40223,705,596
40233,786,730
40234,786,730
40243,1234,847
40244,1234,847
40253,840,654
40254,840,654
40255,1334,844
40273,1000,859
40274,1000,859
40275,1079,866
40283,1000,682
40284,1000,682
40285,1186,970
40303,926,574
40304,926,574
40313,752,620
40314,933,685
40315,1030,822
40324,875,1020
40334,832,706
40343,867,580
40344,1010,790
40345,1224,1030
40353,727,689
40354,814,765
40355,1028,1074
40423,755,623
40424,934,666
40425,1169,948
40432,553,700
50011,508,516
50012,536,516
50013,576,590
50014,874,716
50015,1220,862
50021,664,470
50022,664,470
50023,664,478
50024,946,560
50030,300,240
50031,516,438
50040,490,576
50041,566,678
50042,652,678
50050,672,736
50051,1024,820
50052,951,777
50060,676,478
50061,860,590
50063,1426,925
50071,558,528
50072,636,648
50073,875,873
50082,620,580
50083,704,654
50084,830,832
50092,440,480
50093,460,512
50094,706,676
50102,720,702
50103,920,734
50104,930,1022
50105,1021,1024
50112,640,558
50113,662,558
50114,1010,770
50115,1248,988
50120,422,462
50121,530,450
50122,432,480
50123,818,656
50131,346,404
50132,432,448
50133,610,748
50141,380,718
50142,466,740
50143,484,888
50144,562,1036
50152,1151,620
50153,1151,620
50154,1151,620
50155,1284,776
50162,909,675
50163,909,675
50164,909,675
50165,1024,784
50171,564,477
50172,725,615
50181,450,627
50182,450,627
50191,554,406
50202,350,650
50203,368,654
50204,472,758
50214,484,466
50223,998,1282
50224,998,1282
50234,998,1282
50242,691,540
50243,691,540
50253,698,468
50254,698,468
50263,934,755
50264,934,755
50273,1306,820
50274,1393,849
50275,1456,897
50283,805,551
50303,874,672
50304,874,672
50305,1115,938
50313,883,674
50314,1420,874
50315,1084,707
50333,567,623
50334,567,623
50344,892,896
50354,896,845
50364,768,868
50383,910,755
50384,1018,877
50385,1185,1010
50394,832,706
50403,688,657
50404,688,657
50405,1170,975
50413,821,557
50414,884,597
50415,1019,919
50473,734,710
50474,854,802
50475,1063,806
50525,942,942
60011,814,642
60012,850,708
60013,960,756
60014,1024,736
60015,1320,936
60021,536,538
60022,650,538
60023,716,538
60024,1060,708
60030,300,240
60031,644,446
60040,588,648
60041,684,648
60042,859,796
60050,498,544
60051,566,648
60052,978,802
60061,556,612
60062,792,594
60063,915,772
60071,520,554
60072,870,660
60073,940,640
60082,586,586
60083,566,624
60084,994,822
60092,512,512
60093,534,560
60094,836,892
60102,616,684
60103,740,814
60104,872,1022
60105,1072,1064
60112,654,588
60113,638,610
60114,884,646
60115,1120,1050
60120,422,462
60121,530,450
60122,432,480
60123,818,656
60132,350,608
60133,368,632
60134,472,742
60142,532,442
60143,714,452
60144,736,508
60151,660,610
60152,660,610
60153,660,610
60154,784,711
60162,800,838
60163,800,838
60164,800,838
60165,922,1002
60172,774,666
60173,774,666
60174,774,666
60175,1162,1018
60181,554,562
60182,624,664
60191,540,630
60192,540,630
60201,554,406
60212,860,586
60213,860,586
60224,714,452
60233,918,986
60234,918,986
60243,869,835
60244,869,835
60245,1070,800
60253,1024,876
60254,1024,876
60255,1024,876
60273,901,772
60274,901,772
60275,1043,742
60283,795,610
60284,1016,780
60285,1081,870
60303,776,556
60304,776,556
60313,1220,808
60314,1220,808
60315,1220,808
60324,1000,808
60325,1024,750
60334,875,1020
60344,832,706
60353,760,742
60354,979,915
60355,1150,992
60363,562,565
60364,744,657
60365,929,950
60473,998,718
60474,1142,822
60475,1240,1110
60483,820,768
60484,858,768
810003,1200,918
810004,1200,918
810005,1200,918
810034,510,646
810044,1200,982
810045,1200,982
820003,875,870
820004,875,870
820005,875,870
820034,510,646
830003,952,850
830004,952,850
830005,952,850
830034,510,646
840003,1024,1024
840004,1024,1024
840005,1024,1024
840034,510,646
850003,1370,1000
850004,1370,1000
850005,1370,1000
850013,1200,800
850014,1200,800
850015,1200,800
850024,1200,905
850034,510,646
860003,1200,1122
860004,1200,1122
860005,1200,1122
860013,1200,870
860014,1200,870
860015,1200,870
860034,510,646
870034,510,646
